bin_id,timestamp,fill_percent,weight_kg,day_of_week,day_of_month,rain,holiday,nearby_event,population_density,rate_of_fill,last_collection_time,overflow_incident
BIN_001,2025-01-06,40.34,14.3,0,6,0,0,0,low,3.39,2024-12-30,0
BIN_002,2025-01-06,84.92,25.78,0,6,0,0,0,high,11.11,2024-12-30,0
BIN_003,2025-01-06,61.41,18.84,0,6,0,0,0,medium,5.65,2024-12-31,0
BIN_004,2025-01-06,66.72,15.19,0,6,0,0,0,high,8.61,2024-12-31,0
BIN_005,2025-01-06,56.38,17.66,0,6,0,0,0,medium,5.53,2024-12-30,0
BIN_006,2025-01-06,42.33,20.99,0,6,0,0,0,low,3.74,2024-12-30,0
BIN_007,2025-01-06,70.02,25.16,0,6,0,0,0,medium,4.71,2024-12-31,0
BIN_008,2025-01-06,67.4,27.37,0,6,0,0,0,high,7.67,2024-12-30,0
BIN_009,2025-01-06,54.99,16.84,0,6,0,0,0,high,11.34,2024-12-31,0
BIN_010,2025-01-06,88.92,32.83,0,6,0,0,0,medium,6.21,2024-12-31,0
BIN_011,2025-01-06,51.62,15.63,0,6,0,0,0,high,8.17,2024-12-30,0
BIN_012,2025-01-06,54.97,20.63,0,6,0,0,0,medium,5.95,2024-12-30,0
BIN_013,2025-01-06,88.65,27.8,0,6,0,0,0,high,9.82,2024-12-30,0
BIN_014,2025-01-06,58.05,20.29,0,6,0,0,0,medium,5.82,2024-12-30,0
BIN_015,2025-01-06,83.42,25.83,0,6,0,0,0,medium,4.02,2024-12-31,0
BIN_016,2025-01-06,58.9,12.76,0,6,0,0,0,medium,4.26,2024-12-30,0
BIN_017,2025-01-06,94.67,47.26,0,6,0,0,0,high,10.48,2024-12-31,0
BIN_018,2025-01-06,70.63,34.79,0,6,0,0,0,high,7.03,2024-12-30,0
BIN_019,2025-01-06,69.42,25.03,0,6,0,0,0,medium,6.46,2024-12-30,0
BIN_020,2025-01-06,42.08,17.39,0,6,0,0,0,medium,4.62,2024-12-30,0
BIN_001,2025-01-07,49.87,23.92,1,7,0,0,0,high,9.53,2024-12-30,0
BIN_002,2025-01-07,90.03,32.82,1,7,0,0,0,medium,5.11,2024-12-30,0
BIN_003,2025-01-07,67.46,16.3,1,7,0,0,0,medium,6.05,2024-12-31,0
BIN_004,2025-01-07,68.95,30.22,1,7,0,0,0,low,2.23,2024-12-31,0
BIN_005,2025-01-07,60.08,28.83,1,7,0,0,0,low,3.7,2024-12-30,0
BIN_006,2025-01-07,53.96,22.47,1,7,0,0,0,high,11.63,2024-12-30,0
BIN_007,2025-01-07,73.58,32.37,1,7,0,0,0,low,3.56,2024-12-31,0
BIN_008,2025-01-07,77.57,36.64,1,7,0,0,0,high,10.17,2024-12-30,0
BIN_009,2025-01-07,61.04,25.28,1,7,0,0,0,medium,6.05,2024-12-31,0
BIN_010,2025-01-07,98.12,36.62,1,7,0,0,0,high,9.19,2024-12-31,0
BIN_011,2025-01-07,57.21,15.37,1,7,0,0,0,medium,5.6,2024-12-30,0
BIN_012,2025-01-07,59.97,24.47,1,7,0,0,0,medium,5.0,2024-12-30,0
BIN_013,2025-01-07,92.41,34.37,1,7,0,0,0,low,3.76,2024-12-30,0
BIN_014,2025-01-07,68.94,16.75,1,7,0,0,0,high,10.89,2024-12-30,0
BIN_015,2025-01-07,86.84,20.05,1,7,0,0,0,low,3.43,2024-12-31,0
BIN_016,2025-01-07,64.27,22.54,1,7,0,0,0,medium,5.37,2024-12-30,0
BIN_017,2025-01-07,99.9,20.35,1,7,0,0,0,medium,5.23,2024-12-31,0
BIN_018,2025-01-07,76.78,34.4,1,7,0,0,0,medium,6.15,2024-12-30,0
BIN_019,2025-01-07,78.54,22.49,1,7,0,0,0,high,9.12,2024-12-30,0
BIN_020,2025-01-07,46.5,12.87,1,7,0,0,0,medium,4.42,2024-12-30,0
BIN_001,2025-01-08,60.12,25.94,2,8,0,0,0,high,10.26,2024-12-30,0
BIN_002,2025-01-08,94.26,42.62,2,8,0,0,0,medium,4.23,2024-12-30,0
BIN_003,2025-01-08,75.29,19.27,2,8,0,0,0,high,7.83,2024-12-31,0
BIN_004,2025-01-08,77.09,29.48,2,8,0,0,0,high,8.14,2024-12-31,0
BIN_005,2025-01-08,64.7,24.66,2,8,0,0,0,medium,4.62,2024-12-30,0
BIN_006,2025-01-08,56.79,19.29,2,8,0,0,0,low,2.83,2024-12-30,0
BIN_007,2025-01-08,79.34,37.6,2,8,0,0,0,medium,5.76,2024-12-31,0
BIN_008,2025-01-08,80.72,23.69,2,8,0,0,0,low,3.16,2024-12-30,0
BIN_009,2025-01-08,69.11,24.5,2,8,0,0,0,high,8.06,2024-12-31,0
BIN_010,2025-01-08,13.03,3.33,2,8,0,0,0,high,11.3,2025-01-08,1
BIN_011,2025-01-08,59.83,26.32,2,8,0,0,0,low,2.62,2024-12-30,0
BIN_012,2025-01-08,65.84,29.69,2,8,0,0,0,medium,5.87,2024-12-30,0
BIN_013,2025-01-08,98.55,35.51,2,8,0,0,0,medium,6.14,2024-12-30,0
BIN_014,2025-01-08,75.24,22.59,2,8,0,0,0,medium,6.3,2024-12-30,0
BIN_015,2025-01-08,90.35,32.34,2,8,0,0,0,low,3.51,2024-12-31,0
BIN_016,2025-01-08,75.61,24.38,2,8,0,0,0,high,11.33,2024-12-30,0
BIN_017,2025-01-08,13.93,4.2,2,8,0,0,0,medium,4.59,2025-01-08,1
BIN_018,2025-01-08,82.45,36.41,2,8,0,0,0,medium,5.67,2024-12-30,0
BIN_019,2025-01-08,90.35,43.67,2,8,0,0,0,high,11.81,2024-12-30,0
BIN_020,2025-01-08,49.31,19.23,2,8,0,0,0,low,2.81,2024-12-30,0
BIN_001,2025-01-09,71.68,27.77,3,9,0,0,0,high,11.55,2024-12-30,0
BIN_002,2025-01-09,99.35,44.63,3,9,0,0,0,medium,5.09,2024-12-30,0
BIN_003,2025-01-09,80.38,21.37,3,9,0,0,0,medium,5.09,2024-12-31,0
BIN_004,2025-01-09,86.92,43.08,3,9,0,0,0,high,9.83,2024-12-31,0
BIN_005,2025-01-09,70.16,29.64,3,9,0,0,0,medium,5.45,2024-12-30,0
BIN_006,2025-01-09,61.44,20.06,3,9,0,0,0,medium,4.65,2024-12-30,0
BIN_007,2025-01-09,83.15,37.15,3,9,0,0,0,low,3.8,2024-12-31,0
BIN_008,2025-01-09,86.22,27.73,3,9,0,0,0,medium,5.49,2024-12-30,0
BIN_009,2025-01-09,73.43,20.49,3,9,0,0,0,medium,4.32,2024-12-31,0
BIN_010,2025-01-09,16.49,5.74,3,9,0,0,0,low,3.46,2025-01-08,0
BIN_011,2025-01-09,65.05,21.24,3,9,0,0,0,medium,5.21,2024-12-30,0
BIN_012,2025-01-09,70.4,30.36,3,9,0,0,0,medium,4.55,2024-12-30,0
BIN_013,2025-01-09,15.82,6.06,3,9,0,0,0,low,3.67,2025-01-09,1
BIN_014,2025-01-09,82.91,28.62,3,9,0,0,0,high,7.68,2024-12-30,0
BIN_015,2025-01-09,93.43,42.41,3,9,0,0,0,low,3.08,2024-12-31,0
BIN_016,2025-01-09,84.98,25.78,3,9,0,0,0,high,9.37,2024-12-30,0
BIN_017,2025-01-09,20.04,6.77,3,9,0,0,0,medium,6.11,2025-01-08,0
BIN_018,2025-01-09,84.61,17.06,3,9,0,0,0,low,2.16,2024-12-30,0
BIN_019,2025-01-09,92.98,40.63,3,9,0,0,0,low,2.63,2024-12-30,0
BIN_020,2025-01-09,53.57,22.9,3,9,0,0,0,medium,4.26,2024-12-30,0
BIN_001,2025-01-10,78.39,31.98,4,10,0,0,0,medium,6.71,2024-12-30,0
BIN_002,2025-01-10,19.99,7.33,4,10,0,0,0,low,3.34,2025-01-10,1
BIN_003,2025-01-10,84.74,21.84,4,10,0,0,0,medium,4.36,2024-12-31,0
BIN_004,2025-01-10,89.76,19.43,4,10,0,0,0,low,2.84,2024-12-31,0
BIN_005,2025-01-10,76.09,23.54,4,10,0,0,0,medium,5.93,2024-12-30,0
BIN_006,2025-01-10,68.1,22.63,4,10,0,0,0,medium,6.65,2024-12-30,0
BIN_007,2025-01-10,89.56,35.69,4,10,0,0,0,medium,6.41,2024-12-31,0
BIN_008,2025-01-10,97.6,31.75,4,10,0,0,0,high,11.38,2024-12-30,0
BIN_009,2025-01-10,77.43,24.4,4,10,0,0,0,medium,4.0,2024-12-31,0
BIN_010,2025-01-10,23.75,5.38,4,10,0,0,0,high,7.26,2025-01-08,0
BIN_011,2025-01-10,68.01,21.73,4,10,0,0,0,low,2.96,2024-12-30,0
BIN_012,2025-01-10,73.07,14.69,4,10,0,0,0,low,2.67,2024-12-30,0
BIN_013,2025-01-10,22.38,8.43,4,10,0,0,0,medium,6.56,2025-01-09,0
BIN_014,2025-01-10,86.73,27.54,4,10,0,0,0,low,3.82,2024-12-30,0
BIN_015,2025-01-10,97.34,36.66,4,10,0,0,0,low,3.91,2024-12-31,0
BIN_016,2025-01-10,96.5,47.94,4,10,0,0,0,high,11.52,2024-12-30,0
BIN_017,2025-01-10,31.23,8.41,4,10,0,0,0,high,11.19,2025-01-08,0
BIN_018,2025-01-10,93.53,19.74,4,10,0,0,0,high,8.92,2024-12-30,0
BIN_019,2025-01-10,8.24,2.93,4,10,0,0,0,high,10.15,2025-01-10,1
BIN_020,2025-01-10,58.35,20.27,4,10,0,0,0,medium,4.78,2024-12-30,0
BIN_001,2025-01-11,83.43,28.14,5,11,1,0,0,medium,5.05,2024-12-30,0
BIN_002,2025-01-11,26.65,5.61,5,11,1,0,0,medium,6.66,2025-01-10,0
BIN_003,2025-01-11,90.49,18.24,5,11,1,0,0,medium,5.75,2024-12-31,0
BIN_004,2025-01-11,94.55,44.28,5,11,1,0,0,medium,4.78,2024-12-31,0
BIN_005,2025-01-11,88.1,32.72,5,11,1,0,0,high,12.01,2024-12-30,0
BIN_006,2025-01-11,75.09,34.57,5,11,1,0,0,medium,6.99,2024-12-30,0
BIN_007,2025-01-11,91.69,43.92,5,11,1,0,0,low,2.13,2024-12-31,0
BIN_008,2025-01-11,11.98,5.56,5,11,1,0,0,low,4.35,2025-01-11,1
BIN_009,2025-01-11,80.34,29.47,5,11,1,0,0,low,2.91,2024-12-31,0
BIN_010,2025-01-11,30.9,11.37,5,11,1,0,0,high,7.15,2025-01-08,0
BIN_011,2025-01-11,70.38,20.06,5,11,1,0,0,low,2.38,2024-12-30,0
BIN_012,2025-01-11,75.62,32.22,5,11,1,0,0,low,2.55,2024-12-30,0
BIN_013,2025-01-11,32.75,14.12,5,11,1,0,0,high,10.37,2025-01-09,0
BIN_014,2025-01-11,95.77,47.6,5,11,1,0,0,high,9.04,2024-12-30,0
BIN_015,2025-01-11,5.98,2.67,5,11,1,0,0,medium,5.89,2025-01-11,1
BIN_016,2025-01-11,12.03,5.81,5,11,1,0,0,medium,4.18,2025-01-11,1
BIN_017,2025-01-11,34.75,15.71,5,11,1,0,0,low,3.52,2025-01-08,0
BIN_018,2025-01-11,5.47,2.29,5,11,1,0,0,high,14.53,2025-01-11,1
BIN_019,2025-01-11,19.27,5.66,5,11,1,0,0,high,11.03,2025-01-10,0
BIN_020,2025-01-11,66.05,27.38,5,11,1,0,0,medium,7.7,2024-12-30,0
BIN_001,2025-01-12,85.84,28.85,6,12,0,0,0,low,2.41,2024-12-30,0
BIN_002,2025-01-12,33.04,15.65,6,12,0,0,0,medium,6.39,2025-01-10,0
BIN_003,2025-01-12,97.49,37.0,6,12,0,0,0,high,7.01,2024-12-31,0
BIN_004,2025-01-12,7.41,2.93,6,12,0,0,0,medium,5.68,2025-01-12,1
BIN_005,2025-01-12,93.4,22.87,6,12,0,0,0,medium,5.3,2024-12-30,0
BIN_006,2025-01-12,80.28,33.44,6,12,0,0,0,medium,5.19,2024-12-30,0
BIN_007,2025-01-12,98.54,41.12,6,12,0,0,0,medium,6.86,2024-12-31,0
BIN_008,2025-01-12,21.84,4.49,6,12,0,0,0,high,9.85,2025-01-11,0
BIN_009,2025-01-12,85.38,41.18,6,12,0,0,0,medium,5.04,2024-12-31,0
BIN_010,2025-01-12,33.97,15.2,6,12,0,0,0,low,3.07,2025-01-08,0
BIN_011,2025-01-12,77.32,31.54,6,12,0,0,0,medium,6.93,2024-12-30,0
BIN_012,2025-01-12,87.37,20.73,6,12,0,0,0,high,11.76,2024-12-30,0
BIN_013,2025-01-12,42.81,12.4,6,12,0,0,0,high,10.06,2025-01-09,0
BIN_014,2025-01-12,14.18,4.9,6,12,0,0,0,high,10.92,2025-01-12,1
BIN_015,2025-01-12,11.78,4.05,6,12,0,0,0,medium,5.79,2025-01-11,0
BIN_016,2025-01-12,14.36,5.43,6,12,0,0,0,low,2.33,2025-01-11,0
BIN_017,2025-01-12,40.6,13.85,6,12,0,0,0,medium,5.85,2025-01-08,0
BIN_018,2025-01-12,12.69,3.15,6,12,0,0,0,high,7.22,2025-01-11,0
BIN_019,2025-01-12,22.58,7.86,6,12,0,0,0,low,3.31,2025-01-10,0
BIN_020,2025-01-12,68.85,17.98,6,12,0,0,0,low,2.81,2024-12-30,0
BIN_001,2025-01-13,96.3,33.84,0,13,1,0,1,medium,10.45,2024-12-30,0
BIN_002,2025-01-13,41.67,15.91,0,13,1,0,1,medium,8.63,2025-01-10,0
BIN_003,2025-01-13,10.39,3.27,0,13,1,0,1,medium,8.43,2025-01-13,1
BIN_004,2025-01-13,14.49,5.52,0,13,1,0,1,medium,7.08,2025-01-12,0
BIN_005,2025-01-13,11.56,2.65,0,13,1,0,1,medium,6.93,2025-01-13,1
BIN_006,2025-01-13,87.57,34.65,0,13,1,0,1,medium,7.3,2024-12-30,0
BIN_007,2025-01-13,13.98,4.46,0,13,1,0,1,medium,10.79,2025-01-13,1
BIN_008,2025-01-13,25.41,8.5,0,13,1,0,1,low,3.58,2025-01-11,0
BIN_009,2025-01-13,95.6,26.36,0,13,1,0,1,medium,10.22,2024-12-31,0
BIN_010,2025-01-13,43.28,18.81,0,13,1,0,1,medium,9.31,2025-01-08,0
BIN_011,2025-01-13,93.03,19.56,0,13,1,0,1,high,15.71,2024-12-30,0
BIN_012,2025-01-13,99.57,26.63,0,13,1,0,1,high,12.19,2024-12-30,0
BIN_013,2025-01-13,46.55,14.86,0,13,1,0,1,low,3.74,2025-01-09,0
BIN_014,2025-01-13,22.0,8.23,0,13,1,0,1,medium,7.82,2025-01-12,0
BIN_015,2025-01-13,15.72,3.77,0,13,1,0,1,low,3.94,2025-01-11,0
BIN_016,2025-01-13,19.56,8.2,0,13,1,0,1,low,5.2,2025-01-11,0
BIN_017,2025-01-13,44.79,22.11,0,13,1,0,1,low,4.19,2025-01-08,0
BIN_018,2025-01-13,21.44,9.23,0,13,1,0,1,medium,8.75,2025-01-11,0
BIN_019,2025-01-13,29.42,13.18,0,13,1,0,1,low,6.84,2025-01-10,0
BIN_020,2025-01-13,77.2,22.81,0,13,1,0,1,medium,8.34,2024-12-30,0
BIN_001,2025-01-14,99.95,47.75,1,14,1,1,0,low,3.66,2024-12-30,0
BIN_002,2025-01-14,51.49,16.1,1,14,1,1,0,medium,9.83,2025-01-10,0
BIN_003,2025-01-14,14.76,5.45,1,14,1,1,0,low,4.37,2025-01-13,0
BIN_004,2025-01-14,21.59,4.41,1,14,1,1,0,medium,7.1,2025-01-12,0
BIN_005,2025-01-14,19.03,6.9,1,14,1,1,0,medium,7.47,2025-01-13,0
BIN_006,2025-01-14,98.92,24.21,1,14,1,1,0,high,11.35,2024-12-30,0
BIN_007,2025-01-14,20.98,8.9,1,14,1,1,0,medium,7.0,2025-01-13,0
BIN_008,2025-01-14,39.13,8.66,1,14,1,1,0,high,13.71,2025-01-11,0
BIN_009,2025-01-14,7.92,1.98,1,14,1,1,0,high,9.96,2025-01-14,1
BIN_010,2025-01-14,50.97,19.08,1,14,1,1,0,medium,7.69,2025-01-08,0
BIN_011,2025-01-14,98.03,34.97,1,14,1,1,0,low,4.99,2024-12-30,0
BIN_012,2025-01-14,16.9,4.32,1,14,1,1,0,low,4.23,2025-01-14,1
BIN_013,2025-01-14,59.67,21.36,1,14,1,1,0,high,13.12,2025-01-09,0
BIN_014,2025-01-14,24.64,10.8,1,14,1,1,0,low,2.64,2025-01-12,0
BIN_015,2025-01-14,22.94,8.42,1,14,1,1,0,medium,7.23,2025-01-11,0
BIN_016,2025-01-14,23.11,10.23,1,14,1,1,0,low,3.55,2025-01-11,0
BIN_017,2025-01-14,53.34,24.58,1,14,1,1,0,high,8.55,2025-01-08,0
BIN_018,2025-01-14,26.42,6.92,1,14,1,1,0,medium,4.98,2025-01-11,0
BIN_019,2025-01-14,35.59,10.05,1,14,1,1,0,medium,6.16,2025-01-10,0
BIN_020,2025-01-14,84.63,17.33,1,14,1,1,0,medium,7.43,2024-12-30,0
BIN_001,2025-01-15,14.68,5.56,2,15,0,0,0,medium,6.32,2025-01-15,1
BIN_002,2025-01-15,56.52,18.81,2,15,0,0,0,medium,5.03,2025-01-10,0
BIN_003,2025-01-15,24.96,7.02,2,15,0,0,0,high,10.2,2025-01-13,0
BIN_004,2025-01-15,26.29,6.76,2,15,0,0,0,medium,4.69,2025-01-12,0
BIN_005,2025-01-15,21.78,7.27,2,15,0,0,0,low,2.76,2025-01-13,0
BIN_006,2025-01-15,14.52,6.19,2,15,0,0,0,medium,4.27,2025-01-15,1
BIN_007,2025-01-15,23.8,4.77,2,15,0,0,0,low,2.82,2025-01-13,0
BIN_008,2025-01-15,44.55,10.51,2,15,0,0,0,medium,5.42,2025-01-11,0
BIN_009,2025-01-15,18.76,5.12,2,15,0,0,0,high,10.84,2025-01-14,0
BIN_010,2025-01-15,55.74,25.61,2,15,0,0,0,medium,4.77,2025-01-08,0
BIN_011,2025-01-15,6.76,1.81,2,15,0,0,0,medium,4.48,2025-01-15,1
BIN_012,2025-01-15,21.94,7.74,2,15,0,0,0,medium,5.04,2025-01-14,0
BIN_013,2025-01-15,71.03,17.65,2,15,0,0,0,high,11.37,2025-01-09,0
BIN_014,2025-01-15,33.6,11.77,2,15,0,0,0,high,8.96,2025-01-12,0
BIN_015,2025-01-15,28.83,10.37,2,15,0,0,0,medium,5.88,2025-01-11,0
BIN_016,2025-01-15,34.2,10.15,2,15,0,0,0,high,11.09,2025-01-11,0
BIN_017,2025-01-15,55.64,20.69,2,15,0,0,0,low,2.31,2025-01-08,0
BIN_018,2025-01-15,34.98,13.36,2,15,0,0,0,high,8.57,2025-01-11,0
